affil_norm,suggested_loc_key,score,geocoded_label
gyeongsang national university,pukyong national university,0.8421052631578947,Pukyong National University
gyeongsang national university,pusan national university,0.8363636363636363,Pusan National University
gyeongsang national university,kongju national university,0.8214285714285714,Kongju National University
gyeongsang national university,kangwon national university,0.8070175438596491,Kangwon National University
gyeongsang national university,yokohama national university,0.7931034482758621,Yokohama National University
hamad bin khalifa university,khalifa university,0.782608695652174,Khalifa University
hamad bin khalifa university,inha university,0.6976744186046512,Inha University
hamad bin khalifa university,yokohama national university,0.7142857142857143,Yokohama National University
hamad bin khalifa university,yantai university,0.6222222222222222,Yantai University
hamad bin khalifa university,vanderbilt university,0.6530612244897959,Vanderbilt University
hanyang university,chang gung university,0.8205128205128205,Chang Gung University
hanyang university,zhejiang university,0.8108108108108109,Zhejiang university
hanyang university,yantai university,0.8,Yantai University
hanyang university,nagoya university,0.8,Nagoya University
hanyang university,hongik university,0.8,Hongik University
harris lab at purdue university,purdue university,0.7083333333333334,Purdue University
harris lab at purdue university,harvard university,0.6938775510204082,Harvard University
harris lab at purdue university,arizona state university,0.6545454545454545,Arizona State University
harris lab at purdue university,iowa state university,0.6153846153846154,Iowa State University
harris lab at purdue university,north carolina state university,0.6129032258064516,North Carolina State University
harvard college,augsburg college,0.6451612903225806,Augsburg College
harvard college,lafayette college,0.625,Lafayette College
harvard college,dartmouth college,0.625,Dartmouth College
harvey mudd college,dartmouth college,0.6666666666666666,Dartmouth College
health research institute,paul scherrer institute,0.625,Paul Scherrer Institute
health research institute,rensselaer polytechnic institute,0.631578947368421,Rensselaer Polytechnic Institute
health research institute,the cyprus institute,0.6666666666666666,The Cyprus Institute
helical energy,feed energy,0.64,Feed Energy
hemocleanse technologies  llc,aspen technology inc.,0.56,Aspen Technology Inc.
high performance materials institute  florida state university,virginia polytechnic institute and state university,0.6548672566371682,Virginia Polytechnic Institute and State University
higher collages of technology,vellore institute of technology,0.6333333333333333,Vellore Institute of Technology
higher collages of technology,hamburg university of technology,0.6229508196721312,Hamburg University of Technology
higher collages of technology,em ai technology,0.5333333333333333,EM AI Technology
higher collages of technology,izmir institute of technology,0.6206896551724138,Izmir Institute of Technology
higher collages of technology,graz university of technology,0.6206896551724138,Graz University of Technology
hiroshima university,ohio university,0.8,Ohio University
hiroshima university,inha university,0.7428571428571429,Inha University
hiroshima university,rowan university,0.7777777777777778,Rowan University
hiroshima university,hoseo university,0.7777777777777778,Hoseo University
hiroshima university,lehigh university,0.7567567567567568,Lehigh University
hiroshima university at japan,ohio university,0.6363636363636364,Ohio University
hiroshima university at japan,inha university,0.5909090909090909,Inha University
hiroshima university at japan,rowan university,0.6222222222222222,Rowan University
hiroshima university at japan,hoseo university,0.6222222222222222,Hoseo University
hiroshima university at japan,soka university of america,0.5818181818181818,Soka University of America
hkust,kaust,0.8,KAUST
hkust,kist,0.6666666666666666,KIST
hkust,unist,0.6,UNIST
honeywell,cornell,0.625,Cornell
hope college,lafayette college,0.6206896551724138,Lafayette College
hope college,dartmouth college,0.6206896551724138,Dartmouth College
ials consulting,process consultant,0.6060606060606061,Process Consultant
ifce,aiche,0.6666666666666666,AIChE
ifpen,riken,0.6,Riken
iit mumbai,iit madras,0.6,IIT Madras
iitm,instm,0.6666666666666666,INSTM
illinois state geological survey,illinois state university,0.6666666666666666,Illinois State University
imperial college london  south kensington,imperial college london,0.71875,Imperial College London
imperial college london  south kensington,medical college of wisconsin,0.5217391304347826,Medical College of Wisconsin
independent researcher,nasa glenn research center,0.625,NASA Glenn Research Center
independent researcher,ibm almaden research center,0.6122448979591837,IBM Almaden Research Center
indian   institute of science education and research  bhopal,srm institute of science and technology,0.6262626262626263,SRM Institute of Science and Technology
indian   institute of science education and research  bhopal,indian institute of science,0.6206896551724138,Indian Institute of Science
indian   institute of science education and research  bhopal,korea advanced institute of science and technology,0.6181818181818182,Korea Advanced Institute of Science and Technology
